,000,001,010,011,100,101,110,111
000,0,73449,62330,87101,10,87015,16977,94681
001,73449,0,56096,36881,1058,54511,201335,16838
010,62330,56096,0,129288,85942,86770,54514,87000
011,87101,36881,129288,0,129230,86501,1061,3
100,10,1058,85942,129230,0,129514,37057,86407
101,87015,54511,86770,86501,129514,0,56413,62087
110,16977,201335,54514,1061,37057,56413,0,73852
111,94681,16838,87000,3,86407,62087,73852,0
