,000,001,010,011,100,101,110,111
000,0,474975,294659,203200,1,278242,17452,484090
001,500571,0,851097,952154,941,934806,466609,976876
010,684601,130221,0,477996,397084,484748,46447,691664
011,767610,35620,478857,0,478084,574149,998786,999991
100,999997,998698,574610,478965,0,478423,35425,769027
101,692338,46992,486255,396902,478532,0,129562,685205
110,976990,466609,935361,878,952324,851801,0,500865
111,484152,17481,278970,3,202207,294327,474893,0
